X,Y,id,vertex_index,vertex_part,vertex_part_ring,vertex_part_index,distance,angle
-59.6,63.9,"21","0","0","0","0",0.00000000000000,45.00000000000000
-55.3,63.9,"21","1","0","0","1",4.30000000000000,135.00000000000000
-55.3,59.4,"21","2","0","0","2",8.80000000000000,225.00000000000000
-59.6,59.4,"21","3","0","0","3",13.10000000000001,315.00000000000000
-59.6,63.9,"21","4","0","0","4",17.60000000000001,45.00000000000000
-95.5,59.4,"1","0","0","0","0",0.00000000000000,45.00000000000000
-76,59.4,"1","1","0","0","1",19.50000000000000,135.00000000000000
-76,54.6,"1","2","0","0","2",24.30000000000000,225.00000000000000
-95.5,54.6,"1","3","0","0","3",43.80000000000000,315.00000000000000
-95.5,59.4,"1","4","0","0","4",48.60000000000000,45.00000000000000
-95.5,64.3,"2","0","0","0","0",0.00000000000000,45.00000000000000
-89.9,64.3,"2","1","0","0","1",5.59999999999999,135.00000000000000
-89.9,59.4,"2","2","0","0","2",10.49999999999999,225.00000000000000
-95.5,59.4,"2","3","0","0","3",16.09999999999999,315.00000000000000
-95.5,64.3,"2","4","0","0","4",20.99999999999999,45.00000000000000
-89.9,64.3,"3","0","0","0","0",0.00000000000000,45.00000000000000
-85.6,64.3,"3","1","0","0","1",4.30000000000001,135.00000000000000
-85.6,59.4,"3","2","0","0","2",9.20000000000001,225.00000000000000
-89.9,59.4,"3","3","0","0","3",13.50000000000002,315.00000000000000
-89.9,64.3,"3","4","0","0","4",18.40000000000002,45.00000000000000
-85.6,67.0,"4","0","0","0","0",0.00000000000000,225.00000000000000
-94.3,67.0,"4","1","0","0","1",8.70000000000000,315.00000000000000
-94.3,74.0,"4","2","0","0","2",15.70000000000000,45.00000000000000
-85.6,74.0,"4","3","0","0","3",24.40000000000001,135.00000000000000
-85.6,67.0,"4","4","0","0","4",31.40000000000001,225.00000000000000
-85.6,70.0,"5","0","0","0","0",0.00000000000000,45.00000000000000
-72.5,70.0,"5","1","0","0","1",13.10000000000000,135.00000000000000
-72.5,64.3,"5","2","0","0","2",18.80000000000000,225.00000000000000
-85.6,64.3,"5","3","0","0","3",31.89999999999999,315.00000000000000
-85.6,70.0,"5","4","0","0","4",37.60000000000000,45.00000000000000
-76.9,78.85,"6","0","0","0","0",0.00000000000000,45.00000000000000
-68.25,78.85,"6","1","0","0","1",8.65000000000001,135.00000000000000
-68.25,74.0,"6","2","0","0","2",13.50000000000000,225.00000000000000
-76.9,74.0,"6","3","0","0","3",22.15000000000001,315.00000000000000
-76.9,78.85,"6","4","0","0","4",27.00000000000000,45.00000000000000
-81.2,64.3,"7","0","0","0","0",0.00000000000000,45.00000000000000
-76.9,64.3,"7","1","0","0","1",4.30000000000000,135.00000000000000
-76.9,59.4,"7","2","0","0","2",9.20000000000000,225.00000000000000
-81.2,59.4,"7","3","0","0","3",13.49999999999999,315.00000000000000
-81.2,64.3,"7","4","0","0","4",18.39999999999999,45.00000000000000
-76.9,64.3,"8","0","0","0","0",0.00000000000000,45.00000000000000
-72.5,64.3,"8","1","0","0","1",4.40000000000001,135.00000000000000
-72.5,61.0,"8","2","0","0","2",7.70000000000000,225.00000000000000
-76.9,61.0,"8","3","0","0","3",12.10000000000001,315.00000000000000
-76.9,64.3,"8","4","0","0","4",15.40000000000001,45.00000000000000
-68.25,63.9,"9","0","0","0","0",0.00000000000000,45.00000000000000
-63.9,63.9,"9","1","0","0","1",4.35000000000000,135.00000000000000
-63.9,58.0,"9","2","0","0","2",10.25000000000000,225.00000000000000
-68.25,58.0,"9","3","0","0","3",14.60000000000000,315.00000000000000
-68.25,63.9,"9","4","0","0","4",20.50000000000000,45.00000000000000
-68.25,58.0,"11","0","0","0","0",0.00000000000000,225.00000000000000
-72.5,58.0,"11","1","0","0","1",4.25000000000000,315.00000000000000
-72.5,64.3,"11","2","0","0","2",10.55000000000000,45.00000000000000
-68.25,64.3,"11","3","0","0","3",14.80000000000000,135.00000000000000
-68.25,58.0,"11","4","0","0","4",21.10000000000000,225.00000000000000
-63.9,63.9,"12","0","0","0","0",0.00000000000000,45.00000000000000
-59.6,63.9,"12","1","0","0","1",4.30000000000000,135.00000000000000
-59.6,59.4,"12","2","0","0","2",8.80000000000000,225.00000000000000
-63.9,59.4,"12","3","0","0","3",13.10000000000000,315.00000000000000
-63.9,63.9,"12","4","0","0","4",17.60000000000000,45.00000000000000
-83,54.6,"10","0","0","0","0",0.00000000000000,45.00000000000000
-77,54.6,"10","1","0","0","1",6.00000000000000,135.00000000000000
-77,50.5,"10","2","0","0","2",10.10000000000000,225.00000000000000
-83,50.5,"10","3","0","0","3",16.10000000000000,315.00000000000000
-83,54.6,"10","4","0","0","4",20.20000000000000,45.00000000000000
-63.9,59.4,"13","0","0","0","0",0.00000000000000,45.00000000000000
-59.6,59.4,"13","1","0","0","1",4.30000000000000,114.26691074706083
-55.27,54.5,"13","2","0","0","2",10.83902897990213,204.26691074706079
-63.9,54.5,"13","3","0","0","3",19.46902897990213,315.00000000000000
-63.9,59.4,"13","4","0","0","4",24.36902897990213,45.00000000000000
-62,71,"14","0","0","0","0",0.00000000000000,125.66164913390496
-59.6,63.9,"14","1","0","0","1",7.49466476902069,215.66164913390497
-68.25,63.9,"14","2","0","0","2",16.14466476902069,315.00000000000000
-68.25,71.0,"14","3","0","0","3",23.24466476902070,45.00000000000000
-62,71,"14","4","0","0","4",29.49466476902070,125.66164913390496
-76.9,74.0,"16","0","0","0","0",0.00000000000000,225.00000000000000
-85.6,74.0,"16","1","0","0","1",8.69999999999999,315.00000000000000
