0.7139164	60.245342
0.7750837	60.995716
0.845476	61.870632
0.6977255	63.04284
0.709291	64.049805
0.710124	65.04562
0.735411	66.03836
0.6930135	67.01968
0.7342335	67.97841
0.693322	69.00361
0.707363	69.992714
0.7257275	71.04232
0.72863555	72.04868
0.743935	73.00866
0.7408668	73.99002
0.762428	74.98797
0.714106	75.99483
0.7071975	77.0114
0.7159181	78.042015
0.7881581	78.92918
0.7926971	79.968185
0.7595338	81.03754
0.7518343	81.98625
0.7474842	82.98451
0.74161035	83.999886
0.7505159	84.98956
0.7606726	86.00263
0.746448	87.02244
0.7460674	87.8519
3.003057	60.2532
2.986118	61.001816
2.989303	61.85273
2.999936	62.97746
3.007862	63.978737
3.023528	64.98074
2.994751	65.98445
2.96448	66.996956
3.0430005	68.00535
2.969185	68.99379
3.06448	69.99898
2.9749086	71.008224
2.82789	72.05804
2.948006	73.010475
3.0152888	74.00275
2.9938905	74.99148
2.9076364	75.97081
2.926789	77.000694
2.754709	78.088554
3.0486465	78.98964
3.138516	79.94589
3.0383465	81.01382
3.024456	81.9914
3.0274556	82.98562
2.9930508	84.01131
2.9973092	84.998276
2.9864576	86.009346
3.0012848	87.029076
2.9940555	87.85014
4.6447973	60.201355
4.5781283	60.832638
4.782858	62.203575
5.6501217	63.104645
5.978419	63.997448
5.991854	64.99903
5.9877167	65.99825
6.0855494	66.99517
6.046571	68.00971
5.9120197	69.00752
6.067068	70.00696
5.967867	70.99912
5.982274	72.014946
5.8144536	73.04324
5.7926636	74.0157
5.8526864	74.98645
5.868136	75.96522
5.9905934	77.00119
6.1300135	78.057625
5.9689455	79.06625
6.0870514	79.934875
6.083682	80.9947
6.0411367	82.0111
5.992642	82.97741
6.01554	83.99864
6.004425	85.00487
6.0102434	86.00994
6.001914	87.028206
5.997164	87.84918
7.6143155	63.286842
8.471619	64.19835
9.053065	65.02348
9.00914	66.014435
8.987982	67.01194
9.009991	67.9853
8.985751	68.99872
9.048001	69.98592
8.981453	71.001755
8.990776	72.00416
8.907252	73.01338
8.982109	73.99463
8.959611	75.00281
9.0371275	76.013084
9.199476	77.0515
9.097576	78.018616
8.910263	79.06645
8.975119	79.96355
9.080333	81.01669
9.0026245	81.99499
9.016167	82.96828
8.99053	84.00597
8.991775	85.007614
9.007935	86.00454
9.000882	87.0253
9.005811	87.84797
10.99507	65.2329
11.187047	66.08196
11.777289	67.05017
11.897623	68.016335
12.032163	69.00999
11.949243	70.01078
12.010862	70.99945
12.006321	71.99507
11.994328	73.006
12.010148	73.995735
12.018527	75.00457
12.196306	76.08104
12.054988	77.01388
11.797903	77.855194
10.79042	78.99921
11.884956	80.19694
12.065116	81.02342
11.980543	81.9836
12.021337	82.95997
12.020524	84.00435
11.985024	85.001396
11.998324	86.002686
12.00111	87.031944
11.995606	87.85015
13.722394	67.372696
14.124336	67.93293
14.394676	69.16124
14.950001	70.005554
15.029361	71.010254
15.008098	72.00037
15.009422	72.99445
15.008462	74.008156
15.257736	75.09126
15.0418	75.99259
14.291896	76.76704
13.732319	77.7988
14.823017	80.27257
15.036606	81.02076
14.995518	81.956314
14.96247	82.97027
