Iteration   Cost 	bf_1 	bf_2 	bf_3 	bf_4 	bf_5 	bf_6 	bf_7 	bf_8 	bf_9 	bf_10 	bf_11 	bf_12 	bf_13 	bf_14
1 	2.5211594694102935E7 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0
2 	2.521426428319404E7 	0.2 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0
3 	2.524997567640398E7 	0.0 	0.2 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0
4 	2.5621451884670746E7 	0.0 	0.0 	0.2 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0
5 	2.5254149692333795E7 	0.0 	0.0 	0.0 	0.2 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0
6 	2.510358057168296E7 	0.0 	0.0 	0.0 	0.0 	0.2 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0
7 	2.518250790472676E7 	0.0 	0.0 	0.0 	0.0 	0.0 	0.2 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0
8 	2.519375220615727E7 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.2 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0
9 	2.4564748908708453E7 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.2 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0
10 	2.5229519047427118E7 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.2 	0.0 	0.0 	0.0 	0.0 	0.0
11 	2.522412084550159E7 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.2 	0.0 	0.0 	0.0 	0.0
12 	2.5196893755767744E7 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.2 	0.0 	0.0 	0.0
13 	2.5360098606749363E7 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.2 	0.0 	0.0
14 	2.522673815237045E7 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.2 	0.0
15 	2.520922936866965E7 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.2
16 	2.264837645740415E7 	-0.39999999999999725 	-0.4000000000000012 	-0.39999999999999664 	-0.08922956653897635 	0.3999999999999988 	0.4000000000000073 	0.39999999999999936 	0.39999999999999786 	-0.4000000000000033 	-0.40000000000000135 	0.40000000000000235 	-0.39999999999999347 	-0.39999999999999836 	0.39999999999999974
17 	2.2674593773072045E7 	-0.39999999999999947 	-0.3624959419267975 	-0.39999999999999963 	-0.028901842323124455 	0.39999999999999897 	0.4000000000000547 	0.39999999999999963 	0.39999999999999997 	-0.4000000000000851 	-0.4000000000000019 	0.400000000000015 	-0.4000000000000001 	-0.39999999999999936 	0.3999999999999993
18 	2.2660468648865324E7 	-0.39999999999999836 	-0.38124797096339924 	-0.3999999999999981 	-0.05906570443105042 	0.3999999999999988 	0.4000000000000309 	0.39999999999999947 	0.39999999999999886 	-0.40000000000004415 	-0.4000000000000015 	0.4000000000000087 	-0.3999999999999968 	-0.3999999999999988 	0.39999999999999947
19 	2.2654046974301644E7 	-0.39999999999999764 	-0.39062398548170013 	-0.3999999999999973 	-0.0741476354850134 	0.39999999999999875 	0.40000000000001906 	0.39999999999999936 	0.39999999999999825 	-0.40000000000002356 	-0.40000000000000135 	0.40000000000000546 	-0.399999999999995 	-0.3999999999999985 	0.3999999999999995
20 	2.265102592771975E7 	-0.3999999999999974 	-0.39531199274085066 	-0.39999999999999697 	-0.08168860101199488 	0.39999999999999875 	0.4000000000000131 	0.39999999999999936 	0.399999999999998 	-0.40000000000001346 	-0.4000000000000014 	0.4000000000000039 	-0.3999999999999942 	-0.3999999999999984 	0.39999999999999963
21 	2.2649818568050843E7 	-0.39999999999999736 	-0.3976559963704259 	-0.39999999999999675 	-0.08545908377548558 	0.3999999999999988 	0.40000000000001024 	0.3999999999999993 	0.39999999999999797 	-0.4000000000000084 	-0.40000000000000135 	0.4000000000000031 	-0.39999999999999386 	-0.3999999999999984 	0.39999999999999963
22 	2.2648331856082805E7 	-0.3999999999999973 	-0.4000732501134254 	-0.3999999999999967 	-0.08934739412533545 	0.3999999999999988 	0.40000000000000724 	0.39999999999999936 	0.3999999999999979 	-0.4000000000000032 	-0.40000000000000135 	0.4000000000000023 	-0.3999999999999935 	-0.39999999999999836 	0.39999999999999974
23 	2.267461896405689E7 	-0.40000000000092384 	-0.3624195882573991 	-0.399999999974324 	-0.02886614083828433 	0.3999999993350366 	0.4000000001493179 	0.3999999999319797 	0.400000000137724 	-0.40000000000488023 	-0.4000000000109184 	0.3999999999859148 	-0.39999999997432095 	-0.40000000000272506 	0.3999999999986545
24 	2.263793539898194E7 	-0.39999999999953406 	-0.41890008104143855 	-0.4000000000128331 	-0.119588020768861 	0.40000000033247995 	0.39999999992535196 	0.40000000003400915 	0.3999999999311349 	-0.39999999999756475 	-0.3999999999945429 	0.40000000000704605 	-0.40000000001282987 	-0.3999999999986351 	0.4000000000006724
-1 	2.263793539898194E7 	-0.39999999999953406 	-0.41890008104143855 	-0.4000000000128331 	-0.119588020768861 	0.40000000033247995 	0.39999999992535196 	0.40000000003400915 	0.3999999999311349 	-0.39999999999756475 	-0.3999999999945429 	0.40000000000704605 	-0.40000000001282987 	-0.3999999999986351 	0.4000000000006724
