X,Y,id,vertex_index,vertex_part,vertex_part_ring,vertex_part_index,distance,angle
-72.5,64.3,"15","2","0","0","2",10.55000000000000,45.00000000000000
-68.25,64.3,"15","3","0","0","3",14.80000000000000,135.00000000000000
-68.25,58.0,"15","4","0","0","4",21.10000000000000,225.00000000000000
-63.9,63.9,"16","0","0","0","0",0.00000000000000,45.00000000000000
-59.6,63.9,"16","1","0","0","1",4.30000000000000,135.00000000000000
-59.6,59.4,"16","2","0","0","2",8.80000000000000,225.00000000000000
-63.9,59.4,"16","3","0","0","3",13.10000000000000,315.00000000000000
-63.9,63.9,"16","4","0","0","4",17.60000000000000,45.00000000000000
-83,54.6,"14","0","0","0","0",0.00000000000000,45.00000000000000
-77,54.6,"14","1","0","0","1",6.00000000000000,135.00000000000000
-77,50.5,"14","2","0","0","2",10.10000000000000,225.00000000000000
-83,50.5,"14","3","0","0","3",16.10000000000000,315.00000000000000
-83,54.6,"14","4","0","0","4",20.20000000000000,45.00000000000000
