Iteration   Cost 	bf_1 	bf_2 	bf_3 	bf_4 	bf_5 	bf_6 	bf_7 	bf_8 	bf_9 	bf_10 	bf_11 	bf_12 	depth_1 	depth_2 	depth_3 	depth_4 	depth_5 	depth_6 	depth_7 	depth_8 	depth_9 	depth_10 	depth_11 	depth_12 	depth_13 	depth_14 	depth_15 	depth_16 	depth_17
39 	2.1845997642529484E7 	-0.4815670586215495 	0.7999999999999995 	-0.7999999999999996 	-0.03765918182550128 	0.8001074193577288 	0.8000000000000014 	0.7999999999999996 	0.7999999999999983 	-0.7999999999999984 	-0.7999999999999996 	0.8000000000000007 	-0.4677350665389996 	-0.2381093256759189 	-0.5999999999999993 	-0.5999999999999992 	0.6000000000000006 	-0.36202657308817304 	0.017649598579148832 	0.15910489251109244 	-0.2030039170824776 	0.18666872443561933 	-0.11970188096489098 	0.39534177755499667 	0.025653839992155054 	-0.1636328663165035 	0.03993238482721954 	-0.44640873057389385 	-1.517175091654118E-5 	0.22905770228912087
40 	2.232395832776372E7 	-0.5584206007463921 	0.8000000000037168 	-0.8000000000003968 	-0.03466682397810045 	0.7349624409804827 	0.8000000000000442 	0.7999999999984517 	0.7999999999961052 	-0.799999999999776 	-0.7999999999999794 	0.7999999999997591 	-0.3294627818227549 	-0.21456100493553798 	-0.6000000000011481 	-0.5999999999995467 	0.6000000000188974 	-0.38368564602419175 	-0.011818453130038153 	0.15675513762898707 	-0.2366805820143183 	0.2357936739977602 	-0.08627089816646605 	0.38842419883360213 	0.17694633747201996 	-0.16841032358089603 	0.09574834023679629 	-0.49681501161259867 	0.04146683152575922 	0.20934252367140083
41 	2.1669006883341618E7 	-0.4431402875591288 	0.7999999999981409 	-0.7999999999998013 	-0.03915536074920167 	0.8326799085463521 	0.7999999999999807 	0.8000000000007739 	0.8000000000019454 	-0.8000000000001095 	-0.8000000000000091 	0.800000000000122 	-0.5368712088971213 	-0.24988348604610922 	-0.5999999999994241 	-0.6000000000002252 	0.5999999999905516 	-0.351197036620164 	0.03238362443374235 	0.16027976995214488 	-0.1861655846165573 	0.16210624965454878 	-0.13641737236410328 	0.3988005669156929 	-0.04999240874777745 	-0.161244137684307 	0.01202440712243108 	-0.4212055900545417 	-0.02075617338925442 	0.23891529159798097
42 	2.1826486972280245E7 	-0.6284061746735496 	0.6502974256432812 	-0.7999999999999496 	-0.12245890612177972 	0.8544185779862685 	0.7999999999998972 	0.8000000000070822 	0.8000000000083505 	-0.8000000000004492 	-0.8000000000000234 	0.8000000000002108 	-0.45552936598989024 	-0.19651880932119814 	-0.5999999999998353 	-0.6000000000008916 	0.5009072467651174 	-0.3343482284835768 	0.04134186533519754 	0.17101865061974414 	-0.11399328901659866 	0.12080224246484772 	-0.1598584759719912 	0.42223619106653665 	0.24398775041833942 	-0.17060026047297427 	-0.08054844602453207 	-0.4253012693598266 	-0.07826802071444261 	0.2573103384336809
43 	2.1869273250434153E7 	-0.3505073440019183 	0.8748512871755698 	-0.7999999999997283 	0.002496411937087342 	0.8218105738263937 	0.8000000000000222 	0.7999999999976195 	0.7999999999987417 	-0.7999999999999388 	-0.8000000000000016 	0.8000000000000764 	-0.5775421303507369 	-0.2765658244085647 	-0.5999999999992192 	-0.5999999999998915 	0.649546376603269 	-0.35962144068845747 	0.02790450398301475 	0.15491032961834506 	-0.22225173241653667 	0.18275825324939932 	-0.1246968205601594 	0.3870827548402712 	-0.196982488330836 	-0.15656607628997332 	0.05831083369591268 	-0.41915775040189973 	0.007999750273339684 	0.22971776818013107
44 	2.164219747416946E7 	-0.48945675933773414 	0.7625743564094257 	-0.7999999999998382 	-0.05998124709234614 	0.8381145759063304 	0.79999999999996 	0.8000000000023508 	0.8000000000035468 	-0.8000000000001948 	-0.8000000000000123 	0.8000000000001446 	-0.5165357481703136 	-0.23654231686488134 	-0.5999999999995265 	-0.6000000000003919 	0.5752268116841928 	-0.346984834586017 	0.034623184659106146 	0.1629644901190447 	-0.16812251071656753 	0.15178024785712346 	-0.14227764826607528 	0.4046594729534043 	0.02350263104375183 	-0.16358316838147371 	-0.011118806164309727 	-0.42222950988086283 	-0.03513413522055146 	0.24351405330690606
45 	2.3163388582921788E7 	-0.5328713100676397 	0.032691404902267296 	-0.7999999999999063 	-0.061466294631061125 	0.86541544777996 	0.800000000000024 	0.8000000000061112 	0.8000000000092462 	-0.8000000000003413 	-0.8000000000000179 	0.8000000000005797 	-0.553410734384438 	-0.20468954452626748 	-0.5999999999998532 	-0.6000000000015739 	0.5218843151186733 	-0.32293195965122345 	0.03870098229776795 	0.1540260084234559 	-0.1625539311974093 	0.15511003927307965 	-0.1893935816449997 	0.4579147050115393 	0.1754095683240174 	-0.17387922779951806 	0.06657244761517057 	-0.38552927177386354 	-0.10961479930013734 	0.18109377932876874
46 	2.134877067933746E7 	-0.4677494839727817 	1.127515832163005 	-0.7999999999998039 	-0.0592387233229887 	0.8244641399695163 	0.7999999999999281 	0.8000000000004699 	0.8000000000006976 	-0.800000000000121 	-0.8000000000000096 	0.7999999999999272 	-0.4980982550632505 	-0.25246870303418834 	-0.5999999999993635 	-0.5999999999998012 	0.6018980599669528 	-0.3590112720534139 	0.032584285839775226 	0.16743373096683922 	-0.1709068004761465 	0.15011535214914534 	-0.11871968157661306 	0.37803185692433666 	-0.05245083759638099 	-0.15843513867245146 	-0.049964433054049864 	-0.4405796289343625 	0.002106196819241485 	0.2747241902959747
47 	1.9155759331205774E7 	-0.7999999999999806 	0.7967189833419165 	-0.8000000000004572 	-0.12023998510896625 	0.5342201808233856 	0.672334369974964 	0.8000000000035492 	0.800000000003706 	-0.6510176023736353 	-0.8000000000000409 	0.7999999999999647 	-0.42481322138288125 	-0.10693656721819034 	-0.5546249824490294 	-0.5999999999999335 	0.6037961199371485 	-0.32080106821254517 	0.046507473039880454 	0.14891383816111406 	-0.3426631693778939 	0.08171126168405232 	-0.031662286622566 	0.16708896428515607 	-0.007868629763037205 	-0.11385973968501506 	0.029289485865524205 	-0.42753433732486357 	0.1776288021331051 	0.20928035994885485
48 	1.8905966547719583E7 	-0.4562803265973057 	0.7995721705554234 	-0.8000000000031006 	-0.2756870232320265 	0.4644826655839615 	0.4066149585282668 	0.8000000000065589 	0.8000000000087804 	0.6078938935293635 	-0.8000000000000562 	0.8000000000000962 	-0.5062392166579944 	-0.2557998676007855 	-0.5940833069162613 	-0.5999999999998458 	0.6081532120149997 	-0.20873029933965426 	0.09109520779564396 	0.17601745511490857 	-0.5499493805579029 	-0.05727833206606096 	-0.007856058826410408 	0.04488236189539465 	0.013484981547106083 	-0.09463440870505621 	0.0038796050392931676 	-0.4313415766629341 	0.3142269638237065 	0.18443763230295593
49 	1.9001173505391683E7 	-0.2447508765046466 	0.7999452122957794 	-0.7971309524796456 	-0.31541026464220284 	0.40546306768161744 	0.3808368625561653 	0.8000000000122378 	0.8000000000215443 	0.6747311883588719 	-0.8000000000000614 	0.8000000000005613 	-0.5063818070274524 	-0.3042676925745685 	-0.5992423101315116 	-0.5999999999995667 	0.6211502033119577 	-0.22400299955214753 	0.09925701076036224 	0.1745401959550915 	-0.5686943204987956 	-0.08537546475898736 	2.740806916559568E-4 	0.022044570178711365 	0.014738794400416061 	-0.08968154414398777 	0.0032803439680428714 	-0.43289186161380766 	0.3276081363693167 	0.17955737532674274
50 	1.887822467527424E7 	-0.5620450516436354 	0.799385649685245 	-0.8014345237648279 	-0.2558254025269382 	0.4939924645351332 	0.4195040065143175 	0.8000000000037198 	0.8000000000023992 	0.5744752461146094 	-0.8000000000000538 	0.7999999999998635 	-0.5061679214732654 	-0.23156595511389425 	-0.5915038053086362 	-0.5999999999999847 	0.6016547163665216 	-0.20109394923340795 	0.08701430631328488 	0.17675608469481707 	-0.5405769105874566 	-0.043229765719597746 	-0.011921128585443554 	0.0563012577537364 	0.012858075120451106 	-0.09711084098559045 	0.004179235574918319 	-0.43056643418749724 	0.3075363775509016 	0.18687776079106266
51 	1.8730435941449467E7 	-0.5081580138342905 	0.7997797889094952 	-0.8016687239124463 	-0.30056704840868687 	0.4306234882110992 	0.4174633191859995 	0.8000000000060262 	0.8000000000056882 	0.594856413450359 	-0.800000000000073 	0.8000000000000649 	-0.5031314438627708 	-0.18684857353285883 	-0.5969545774528285 	-0.599999999999839 	0.6028369893526476 	-0.25011998219419823 	0.09733332023610743 	0.13159089609086197 	-0.45996919301001593 	-0.07649088593414972 	-0.00916734944863297 	0.04684316321952996 	0.02212237546882495 	-0.09362085963585869 	0.006674501199430293 	-0.4304838613934401 	0.29180326889805336 	0.18818802726327383
52 	1.8740298216334384E7 	-0.4735213294945416 	0.7999193141611777 	-0.8018397336162957 	-0.3173236607285537 	0.40751442844559815 	0.4184069455172256 	0.8000000000098468 	0.8000000000122235 	0.5921912893896282 	-0.8000000000000999 	0.8000000000002679 	-0.5019232190614906 	-0.17395637773035744 	-0.5988841503256066 	-0.5999999999997703 	0.6065920327144501 	-0.2691482193952492 	0.10086993620145088 	0.11646781389045748 	-0.4357140914742713 	-0.08830702972121482 	-0.007891352285619858 	0.04298647649265834 	0.025876923274231363 	-0.09221482627232916 	0.006184950934759542 	-0.4302061158884968 	0.2861002386045266 	0.19818329983214922
53 	1.8730786205877043E7 	-0.5254763560041651 	0.7997100262836547 	-0.8015832190605209 	-0.2921887422487531 	0.44217801809384993 	0.4169915060203865 	0.8000000000041146 	0.8000000000024202 	0.596188975480725 	-0.8000000000000612 	0.7999999999999641 	-0.503735556263411 	-0.19329467143410936 	-0.59598979101644 	-0.5999999999998729 	0.6009594676717462 	-0.240605863593673 	0.0955650122534356 	0.13915243719106427 	-0.4720967437778885 	-0.07058281404061714 	-0.009805348030139497 	0.048771506582965723 	0.020245101566121707 	-0.09432387631762348 	0.0069192763317656725 	-0.43062273414591173 	0.29465478404481665 	0.18319039097883616
54 	1.87316795715176E7 	-0.49949884274935374 	0.7998146702224158 	-0.8017114763384089 	-0.30475620148865373 	0.42484622326972404 	0.4176992257688061 	0.8000000000069813 	0.8000000000073222 	0.594190132435176 	-0.8000000000000794 	0.800000000000116 	-0.5028293876624504 	-0.1836255245822335 	-0.5974369706710233 	-0.599999999999822 	0.6037757501930986 	-0.25487704149446083 	0.09821747422744333 	0.12781012554076085 	-0.4539054176260799 	-0.07944492188091604 	-0.008848350157879709 	0.04587899153781201 	0.023061012420176552 	-0.09326935129497631 	0.006552113633262597 	-0.430414425017204 	0.29037751132467143 	0.19068684540549266
55 	1.8730162365545392E7 	-0.512487599376759 	0.7997623482530349 	-0.801647347699465 	-0.2984724718687034 	0.43351212068178696 	0.41734536589459625 	0.8000000000055482 	0.8000000000048714 	0.5951895539579505 	-0.8000000000000698 	0.8000000000000397 	-0.5032824719629309 	-0.1884600980081714 	-0.5967133808437312 	-0.5999999999998478 	0.6023676089324225 	-0.24774145254406682 	0.09689124324043949 	0.13348128136591253 	-0.46300108070198426 	-0.0750138679607666 	-0.009326849094009602 	0.04732524906038891 	0.02165305699314914 	-0.09379661380629986 	0.006735694982514144 	-0.430518579581558 	0.2925161476847442 	0.1869386181921644
56 	1.8777617033107817E7 	-0.4817447189784534 	0.7998860724707862 	-0.8027390170735287 	-0.31863080866824084 	0.4205381066231185 	0.42360058837243164 	0.8000000000081666 	0.8000000000117038 	0.5258284849465198 	-0.8000000000000561 	0.8000000000003458 	-0.5015223679956048 	-0.19137316892513576 	-0.5984244323605921 	-0.5999999999996113 	0.6050939537582289 	-0.2704170806308025 	0.10054291505449149 	0.11304385960535758 	-0.4304953541905324 	-0.09557697520061727 	-0.008826598881083562 	0.04563614402335882 	0.02652741374274603 	-0.09253861215541603 	0.006384895948868939 	-0.42959383114948 	0.28223041599808146 	0.2090005296496904
57 	1.871611329891222E7 	-0.5278590395759125 	0.799700486144159 	-0.8011015130124328 	-0.28839330346893444 	0.4399991277111209 	0.41421775465567845 	0.800000000004238 	0.8000000000014555 	0.6298700884636661 	-0.8000000000000766 	0.7999999999998858 	-0.5041625239465934 	-0.18700356254968925 	-0.5958578550853005 	-0.5999999999999659 	0.6010044365195201 	-0.23640363850069931 	0.0950654073334135 	0.14369999224619004 	-0.4792539439577106 	-0.06473231434084126 	-0.009576974200472632 	0.048169801578903916 	0.019215878618350706 	-0.09442561463174184 	0.006911094499336747 	-0.43098095379759666 	0.2976590135280752 	0.17590766246340128
58 	1.8696949492474653E7 	-0.5532839065788647 	0.7997284683338518 	-0.7997468085819327 	-0.2898099517041059 	0.41960373156859454 	0.41335634491160317 	0.8000000000045498 	0.8000000000021225 	0.6457645365735598 	-0.8000000000000713 	0.7999999999999202 	-0.5033479869947094 	-0.17584383997675704 	-0.5962448364621915 	-0.5999999999999553 	0.6011067489028108 	-0.2444232642342384 	0.09606751470543647 	0.13828215479014372 	-0.46694353092569973 	-0.06540335444650196 	-0.009304839915084637 	0.04748300998919474 	0.021282123456432392 	-0.09411349495437056 	0.00711828643390068 	-0.4310885292981304 	0.29543638994511384 	0.17532512473545409
