Iteration   Cost 	bf_1 	bf_2 	bf_3 	bf_4 	bf_5 	bf_6 	bf_7 	bf_8 	bf_9 	bf_10 	bf_11 	bf_12 	bf_13 	bf_14 	bf_15 	bf_16 	bf_100 	depth_1 	depth_2 	depth_3 	depth_4 	depth_5 	depth_6 	depth_7 	depth_8 	depth_9 	depth_10 	depth_11 	depth_12 	depth_13 	depth_14 	depth_15 	depth_16 	depth_17 	depth_18 	depth_19 	depth_20 	depth_100
15 	9570966.397461802 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.2 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0
16 	9409724.674788453 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.2 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0
17 	9356673.017290892 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.2 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0
18 	9302160.931771282 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0
19 	8954549.49846195 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.05 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0
20 	9120558.21829845 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.05 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0
21 	8962087.33474547 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.05 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0
22 	9167394.72015106 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.05 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0
23 	8835931.650461063 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.05 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0
24 	9172555.1971883 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.05 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0
25 	8971010.88727622 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.05 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0
26 	8482118.513433084 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.05 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0
27 	7227741.342579688 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.05 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0
28 	9317302.753432393 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.05 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0
29 	9133322.861636791 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.05 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0
30 	8330948.347804743 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.05 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0
31 	9252066.804596864 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.05 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0
32 	9103906.64822289 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.05 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0
33 	9216597.352884607 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.05 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0
34 	9255298.989343602 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.05 	0.0 	0.0 	0.0 	0.0 	0.0
35 	9252400.682732439 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.05 	0.0 	0.0 	0.0 	0.0
36 	9299364.926854247 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.05 	0.0 	0.0 	0.0
37 	9267795.337052673 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.05 	0.0 	0.0
38 	9239571.372020999 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.05 	0.0
39 	9302160.931771282 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0
40 	4532915.486727794 	0.23417087274311338 	-0.5000000000000003 	0.49999999999999994 	-0.46780288808654547 	-0.5000000000000001 	-0.5 	0.5000000000000002 	-0.49999999999999983 	-0.14163555320296997 	-0.2370015813333176 	-0.49999999999999895 	-0.5000000000000002 	-0.49999999999999967 	-0.5000000000000008 	-0.49999999999999933 	-0.49971896847812575 	0.0 	0.03120618877778943 	0.014378017374242824 	0.020630937924374877 	0.02091059725970138 	0.16326861050158045 	0.24510011949887983 	-0.08966196713756767 	0.29387693406045357 	0.16367432639961998 	0.2823301766557666 	0.2542761304247117 	-0.2853060177609819 	0.1891946539928937 	0.10348741713726711 	0.1758078286555076 	-0.1681513919182045 	0.09123686489731851 	-0.3999999999999998 	0.4 	0.39542986760519516 	0.0
41 	1842993.8208245032 	0.43421595486051656 	-0.5000000000000049 	0.5000000000000044 	-0.27407327809967297 	-0.5000000000000059 	-0.09286337893057393 	0.5000000000000042 	-0.04320268855446498 	0.18358044079522073 	-0.2399661240675344 	0.27841461818205004 	-0.02476390665106051 	-0.5000000000000034 	-0.5000000000000053 	-0.5000000000000034 	-0.019075029117356698 	0.0 	0.05781979076351513 	-0.05856906849144931 	0.06989790389765216 	0.0687470354604227 	0.24497634970213275 	0.31545645062611893 	-0.003553667537370153 	0.27437618589292745 	0.2493530714738015 	0.3739260872658226 	0.22994533133738027 	-0.32287147225852414 	0.2085938588760055 	0.08668308305339516 	0.08163341255827845 	-0.06349219609412236 	0.17686039686939206 	-0.2069046490927378 	0.4000000000000024 	0.39898732546834137 	0.0
42 	1827079.5665318354 	0.3416014611470556 	-0.5000000000000451 	0.5000000000000171 	0.1063194152365219 	-0.50000000000002 	0.1004488819017677 	-0.13939009267219293 	0.04610900442295757 	0.4082190339294314 	-0.20511970921766706 	-0.5000000000000008 	-0.500000000000002 	-0.5000000000000422 	-0.42624238396206815 	-0.5000000000000069 	0.3462735062482183 	0.0 	0.020445018982769698 	-0.07565287578658525 	0.07527943127680953 	0.1059241246686743 	0.3495094352050743 	0.3551731842532334 	0.008679978193807118 	0.19176863954526935 	0.26371404928666053 	0.40000000000000024 	0.1682591959309802 	-0.3110252637828997 	0.2430979773062878 	0.11139198271786246 	-0.05947617314013509 	-0.004707236362375255 	0.22204448329537668 	0.23082713390031515 	0.40000000000001334 	0.3911328467987881 	0.0
43 	1681978.3836641803 	0.23654238675920713 	-0.5000000000003679 	0.5000000000000593 	0.20730406218072006 	-0.49158627652511816 	0.04962118936701888 	-0.36382656754082615 	0.15693320637281843 	0.5000000000000011 	-0.21703561647744177 	0.4840486150544135 	-0.13706739987535516 	-0.433167892947145 	-0.4518410316013362 	-0.5000000000000211 	0.31049616434362526 	0.0 	0.007139628953047847 	-0.09072151690113295 	0.08604903745716733 	0.12050374313946 	0.3770467676255755 	0.37922305212073537 	-0.012918382030907852 	0.19415206258488568 	0.2879759202078931 	0.39999999999999886 	0.13704187449768845 	-0.30691792408921004 	0.2535537846324562 	0.09913723126216602 	-0.09504075509346982 	0.011535388714186384 	0.25182844325556225 	0.4 	0.4000000000000387 	0.400000000000002 	0.0
44 	1757247.0271426982 	0.22752438240477146 	-0.46828296006792636 	0.5 	0.2474043054086265 	-0.4717601781646815 	-0.03260992469500951 	-0.3086025231061186 	0.16645574012788023 	0.500000000000002 	-0.2025021351177461 	0.4999999999999928 	-0.04997639172901273 	-0.5000000000000007 	-0.41964892558576317 	-0.5000000000001138 	0.37050389779588055 	0.0 	-0.0032594681850789103 	-0.07917662205366977 	0.07096657556025739 	0.11945466599960336 	0.37901247095777146 	0.37625455159475724 	6.06248807601184E-4 	0.17477340231845948 	0.295807719178643 	0.39999999999999913 	0.13498925671109296 	-0.2966523375447955 	0.24947219237764262 	0.08429842441587537 	-0.08180232434478855 	0.01499068793224191 	0.24277990667292876 	0.39999999999999913 	0.40000000000015895 	0.40000000000000413 	0.0
45 	1715455.195157728 	0.2320333845819893 	-0.4841414800341475 	0.5000000000000302 	0.22735418379467326 	-0.48167322734490015 	0.008505632336004688 	-0.33621454532347245 	0.16169447325034914 	0.5000000000000014 	-0.20976887579759396 	0.4920243075272034 	-0.0935218958021839 	-0.4665839464735723 	-0.43574497859354944 	-0.5000000000000681 	0.340500031069753 	0.0 	0.0019400803839844712 	-0.0849490694774013 	0.07850780650871228 	0.11997920456953173 	0.3780296192916737 	0.37773880185774644 	-0.006156066611653325 	0.18446273245167255 	0.2918918196932684 	0.39999999999999863 	0.1360155656043907 	-0.3017851308170028 	0.2515129885050493 	0.09171782783902069 	-0.08842153971912917 	0.013263038323214148 	0.24730417496424548 	0.39999999999999974 	0.40000000000009917 	0.40000000000000263 	0.0
46 	1697732.725317173 	0.23428788567059816 	-0.4920707400172575 	0.5000000000000449 	0.2173291229876967 	-0.48662975193500896 	0.029063410851511786 	-0.35002055643214913 	0.1593138398115839 	0.5000000000000013 	-0.21340224613751796 	0.4880364612908086 	-0.11529464783876958 	-0.4498759197103591 	-0.4437930050974431 	-0.5000000000000441 	0.325498097706689 	0.0 	0.004539854668516159 	-0.08783529318926714 	0.08227842198293984 	0.12024147385449589 	0.37753819345862455 	0.3784809269892407 	-0.00953722432128059 	0.1893073975182791 	0.2899338699505806 	0.3999999999999988 	0.1365287200510396 	-0.30435152745310634 	0.25253338656875274 	0.0954275295505933 	-0.09173114740629948 	0.012399213518700263 	0.24956630910990396 	0.39999999999999963 	0.40000000000006886 	0.4000000000000024 	0.0
47 	1689550.3813905292 	0.23541513621490268 	-0.496035370008813 	0.500000000000052 	0.21231659258420837 	-0.48910801423006345 	0.03934230010926533 	-0.35692356198648784 	0.15812352309220112 	0.5000000000000011 	-0.2152189313074797 	0.48604253817261095 	-0.1261810238570623 	-0.44152190632875155 	-0.4478170183493896 	-0.5000000000000326 	0.31799713102515714 	0.0 	0.0058397418107820065 	-0.08927840504520004 	0.08416372972005362 	0.12037260849697792 	0.37729248054209996 	0.3788519895549883 	-0.01122780317609422 	0.19172973005158245 	0.28895489507923683 	0.3999999999999991 	0.136785297274364 	-0.3056347257711581 	0.2530435856006045 	0.09728238040637971 	-0.09338595124988468 	0.011967301116443323 	0.250697376182733 	0.3999999999999998 	0.40000000000005387 	0.4000000000000021 	0.0
48 	1685717.7020306727 	0.23597876148705482 	-0.4980176850045902 	0.5000000000000557 	0.20981032738246416 	-0.49034714537759094 	0.04448174473814209 	-0.3603750647636567 	0.15752836473250975 	0.5000000000000011 	-0.21612727389246075 	0.48504557661351233 	-0.13162421186620873 	-0.4373448996379482 	-0.4498290249753628 	-0.5000000000000268 	0.3142466476843913 	0.0 	0.006489685381914922 	-0.08999996097316651 	0.08510638358861045 	0.12043817581821893 	0.37716962408383786 	0.3790375208378617 	-0.01207309260350104 	0.19294089631823402 	0.288465407643565 	0.3999999999999988 	0.13691358588602623 	-0.30627632493018425 	0.25329868511653036 	0.0982098058342728 	-0.09421335317167727 	0.011751344915314856 	0.2512629097191475 	0.3999999999999999 	0.4000000000000462 	0.4000000000000021 	0.0
49 	1681864.2119774972 	0.23656000004896197 	-0.5000619473439861 	0.5000000000000594 	0.20722574139316546 	-0.4916249993734785 	0.0497817970116713 	-0.36393442700261264 	0.15691460767407817 	0.5000000000000012 	-0.2170640021832225 	0.48401746000569157 	-0.13723749950064093 	-0.4330373614880575 	-0.4519039068083978 	-0.5000000000000208 	0.3103789617392264 	0.0 	0.007159939689645751 	-0.09074406552388195 	0.08607849539055976 	0.12050579211824879 	0.37704292836125486 	0.379228849973325 	-0.012944797325514313 	0.19418991153071855 	0.28796062372552844 	0.39999999999999875 	0.13704588351680283 	-0.30693797406292966 	0.2535617564923289 	0.0991662133067877 	-0.09506661140352582 	0.011528640082901121 	0.2518461161785753 	0.39999999999999986 	0.40000000000003844 	0.400000000000002 	0.0
50 	1757571.918573206 	0.2125159784550439 	-0.4773708533041141 	0.5000000000001174 	0.24669795028471028 	-0.4804419704379988 	0.09572972883327233 	-0.319191447632663 	0.16597075757062962 	0.49999999999914824 	-0.20762460642248198 	0.49999999999989264 	-0.01923412175517973 	-0.49999999999951755 	-0.43071495606991705 	-0.5000000000002868 	0.3383020919819686 	0.0 	-0.0024297999926989663 	-0.06903805399114754 	0.0709137781854626 	0.12019165230846049 	0.3828440973866134 	0.37796715691358385 	8.502885385367007E-4 	0.1781901170009183 	0.29595312131301044 	0.40000000000323893 	0.13659002373504386 	-0.29906603115019353 	0.24963497574436444 	0.08562937231163778 	-0.08550053666162137 	0.017278701154959553 	0.24418475280519927 	0.400000000001367 	0.4000000000018419 	0.40000000000112246 	0.0
51 	1654487.0904807774 	0.2485820108459211 	-0.5114074943639224 	0.5000000000000306 	0.18748963694739315 	-0.4972165138412187 	0.026807831100870785 	-0.38630591668758746 	0.15238653272580238 	0.5000000000004278 	-0.2217837000635928 	0.47602619000859175 	-0.19623918837337154 	-0.39955604223232727 	-0.4624983821776381 	-0.49999999999988787 	0.2964173966178555 	0.0 	0.011954809530818107 	-0.10159707129024914 	0.0936608539931084 	0.12066286202314298 	0.37414234384857614 	0.37985969650319595 	-0.01984234025753981 	0.20218980879561868 	0.28396437493178744 	0.3999999999983789 	0.13727381340768224 	-0.3108739455192977 	0.2555251468663113 	0.10593463380436274 	-0.09984964877447804 	0.008653609546871896 	0.255676797865263 	0.3999999999993163 	0.3999999999991368 	0.39999999999944214 	0.0
52 	1735795.7259896784 	0.20399787256890856 	-0.4085586489196942 	-0.2787686604096057 	0.1520346968929617 	-0.4582259619039486 	0.14094645324247138 	-0.29747456664291166 	0.20378051629604138 	0.5000000000014145 	-0.18870105340134635 	0.5000000000000047 	-0.0636120459760795 	-0.5000000000000044 	-0.3867286420501529 	-0.5000000000001127 	0.2607612509220953 	0.0 	0.0011651393123153636 	-0.07379056796469116 	0.05928771312770048 	0.10066760251909507 	0.36145580285954826 	0.34996361389705427 	0.028084016507818284 	0.1473893681083058 	0.31012544718390356 	0.3999999999999943 	0.12560329479456106 	-0.33490199103813695 	0.24659454243446255 	0.0873947520042308 	0.010732535121538267 	-0.007022502969690227 	0.21999281487938938 	-0.05408397810530979 	0.4000000000000527 	0.4000000000000173 	0.0
53 	1680998.1112036153 	0.27087407998442725 	-0.5628319170860359 	0.8893843302048494 	0.20521710697460904 	-0.5167117898098537 	-0.030261479969929513 	-0.43072159170992497 	0.12668954094068274 	0.49999999999993466 	-0.23832502339471584 	0.46403928501288505 	-0.2625527595720176 	-0.34933406334848893 	-0.5003832522413805 	-0.49999999999977607 	0.3142454694657355 	0.0 	0.017349644640069467 	-0.11550032295302817 	0.1108474244258123 	0.13066049177516706 	0.38048561434309 	0.39480773780626666 	-0.04380551864021885 	0.22959002913927512 	0.2708838388057297 	0.3999999999975712 	0.14310907271424272 	-0.29885992275987805 	0.25999044908223556 	0.11520457470442878 	-0.15514074072248613 	0.016491665805152954 	0.27351878935819984 	0.6270419890516294 	0.399999999998679 	0.3999999999991544 	0.0
