X,Y,id,vertex_index,vertex_part,vertex_part_ring,vertex_part_index,distance,angle
-136,79,"2","0","0","0","0",0.00000000000000,218.36009984626409
-133.87584014,70.0,"2","1","0","0","1",9.24727284721475,128.36009984626403
-125,70,"2","2","0","0","2",18.12311298721476,45.00000000000000
-125,79,"2","3","0","0","3",27.12311298721476,315.00000000000000
-136,79,"2","4","0","0","4",38.12311298721476,218.36009984626409
-135.3,76.0,"3","0","0","0","0",0.00000000000000,218.43298884680192
-155,76,"3","1","0","0","1",19.69999999999999,315.00000000000000
-155,79,"3","2","0","0","2",22.69999999999999,45.00000000000000
-136,79,"3","3","0","0","3",41.69999999999999,128.43298884680192
-135.3,76.0,"3","4","0","0","4",44.78058436014986,218.43298884680192
-125,79,"4","0","0","0","0",0.00000000000000,225.00000000000000
-125,70,"4","1","0","0","1",9.00000000000000,135.00000000000000
-109,70,"4","2","0","0","2",25.00000000000000,45.00000000000000
-109,79,"4","3","0","0","3",34.00000000000000,315.00000000000000
-125,79,"4","4","0","0","4",50.00000000000000,225.00000000000000
-109,72,"5","0","0","0","0",0.00000000000000,44.82171386738831
-98,72.0684578443417,"5","1","0","0","1",11.00021301959430,134.82171386738830
-98,69,"5","2","0","0","2",14.06867086393602,225.00000000000000
-109,69,"5","3","0","0","3",25.06867086393602,315.00000000000000
-109,72,"5","4","0","0","4",28.06867086393602,44.82171386738831
-109,72,"6","0","0","0","0",0.00000000000000,314.78209612982147
-109,79.53,"6","1","0","0","1",7.53000000000000,45.00000000000000
-100,79.53,"6","2","0","0","2",16.53000000000000,135.00000000000000
-100,72.06845784,"6","3","0","0","3",23.99154216000001,224.78209612982147
-109,72,"6","4","0","0","4",32.99180251600402,314.78209612982147
-100,79.53,"11","0","0","0","0",0.00000000000000,315.00000000000000
-100,84.3,"11","1","0","0","1",4.77000000000000,45.00000000000000
-88,84.3,"11","2","0","0","2",16.77000000000000,135.00000000000000
-88,79.53,"11","3","0","0","3",21.53999999999999,225.00000000000000
-100,79.53,"11","4","0","0","4",33.53999999999999,315.00000000000000
-100,79.53,"7","0","0","0","0",0.00000000000000,225.00000000000000
-100,74,"7","1","0","0","1",5.53000000000000,135.00000000000000
-88,74,"7","2","0","0","2",17.53000000000000,45.00000000000000
-88,79.53,"7","3","0","0","3",23.06000000000000,315.00000000000000
-100,79.53,"7","4","0","0","4",35.06000000000000,225.00000000000000
-150,79,"8","0","0","0","0",0.00000000000000,314.89368351812811
-150.019669160471,84.3,"8","1","0","0","1",5.30003649759826,44.89368351812812
-136,84.3,"8","2","0","0","2",19.31970565806953,135.00000000000000
-136,79,"8","3","0","0","3",24.61970565806953,225.00000000000000
-150,79,"8","4","0","0","4",38.61970565806952,314.89368351812811
-136,84.3,"9","0","0","0","0",0.00000000000000,45.00000000000000
-125,84.3,"9","1","0","0","1",11.00000000000000,135.00000000000000
-125,79,"9","2","0","0","2",16.30000000000000,225.00000000000000
-136,79,"9","3","0","0","3",27.30000000000000,315.00000000000000
-136,84.3,"9","4","0","0","4",32.60000000000000,45.00000000000000
-125,79,"10","0","0","0","0",0.00000000000000,45.00000000000000
-125,84.3,"10","1","0","0","1",5.30000000000000,45.00000000000000
-100,84.3,"10","2","0","0","2",30.30000000000000,135.00000000000000
-100,79.53,"10","3","0","0","3",35.07000000000000,225.00000000000000
-109,79.53,"10","4","0","0","4",44.07000000000000,225.00000000000000
-109,79,"10","5","0","0","5",44.60000000000000,225.00000000000000
-125,79,"10","6","0","0","6",60.60000000000000,0.00000000000000
-125,79,"10","7","0","0","7",60.60000000000000,45.00000000000000
-88,84.3,"12","0","0","0","0",0.00000000000000,225.00000000000000
-88,79.53,"12","1","0","0","1",4.77000000000000,135.00000000000000
-70,79.53,"12","2","0","0","2",22.77000000000000,45.00000000000000
-70,84.3,"12","3","0","0","3",27.53999999999999,315.00000000000000
-88,84.3,"12","4","0","0","4",45.54000000000000,225.00000000000000
-70,84.3,"13","0","0","0","0",0.00000000000000,225.00000000000000
-70,78.5,"13","1","0","0","1",5.80000000000000,135.00000000000000
-55,78.5,"13","2","0","0","2",20.80000000000000,45.00000000000000
-55,84.3,"13","3","0","0","3",26.60000000000000,315.00000000000000
-70,84.3,"13","4","0","0","4",41.60000000000000,225.00000000000000
-134.6,71.0,"1","0","0","0","0",0.00000000000000,191.43226349192267
-136.064807752304,69.6835909061576,"1","1","0","0","1",1.96941479977227,252.39738331622431
-155,71.9215370650085,"1","2","0","0","2",21.03639957626766,314.14291460310892
-155.531911271083,75.5,"1","3","0","0","3",24.65417880908620,39.84139935443056
-137,76.1026325995007,"1","4","0","0","4",43.19588588824338,121.47387077873124
-134.6,71.0,"1","5","0","0","5",48.83475629334114,191.43226349192267
