X,Y,id,vertex_index,vertex_part,vertex_part_ring,vertex_part_index,distance,angle
-84,55,"16","0","0","0","0",0.00000000000000,45.00000000000000
-75,55,"16","1","0","0","1",9.00000000000000,135.00000000000000
-75,50,"16","2","0","0","2",14.00000000000000,225.00000000000000
-84,50,"16","3","0","0","3",23.00000000000000,315.00000000000000
-84,55,"16","4","0","0","4",28.00000000000000,45.00000000000000
-150,74,"1","0","0","0","0",0.00000000000000,45.00000000000000
-120,74,"1","1","0","0","1",30.00000000000000,135.00000000000000
-120,67,"1","2","0","0","2",37.00000000000000,225.00000000000000
-150,67,"1","3","0","0","3",67.00000000000000,315.00000000000000
-150,74,"1","4","0","0","4",74.00000000000000,45.00000000000000
-120,80,"3","0","0","0","0",0.00000000000000,69.69935267749776
-110,80,"3","1","0","0","1",10.00000000000000,135.00000000000000
-110,74,"3","2","0","0","2",16.00000000000000,225.00000000000000
-127,74,"3","3","0","0","3",33.00000000000000,339.69935267749776
-120,80,"3","4","0","0","4",42.21954445729289,69.69935267749776
-110,80,"4","0","0","0","0",0.00000000000000,41.20267831570428
-95,82,"4","1","0","0","1",15.13274595042156,131.20267831570428
-95,74,"4","2","0","0","2",23.13274595042156,225.00000000000000
-110,74,"4","3","0","0","3",38.13274595042156,315.00000000000000
-110,80,"4","4","0","0","4",44.13274595042156,41.20267831570428
-50,84.5,"8","0","0","0","0",0.00000000000000,135.00000000000000
-50,75,"8","1","0","0","1",9.50000000000000,225.00000000000000
-80,75,"8","2","0","0","2",39.50000000000000,315.00000000000000
-80,84.5,"8","3","0","0","3",49.00000000000000,45.00000000000000
-50,84.5,"8","4","0","0","4",79.00000000000000,135.00000000000000
-80,84.5,"6","0","0","0","0",0.00000000000000,135.00000000000000
-80,75,"6","1","0","0","1",9.50000000000000,225.00000000000000
-95,75,"6","2","0","0","2",24.50000000000000,315.00000000000000
-95,84.5,"6","3","0","0","3",34.00000000000000,45.00000000000000
-80,84.5,"6","4","0","0","4",49.00000000000000,135.00000000000000
-120,74,"2","0","0","0","0",0.00000000000000,45.00000000000000
-100,74,"2","1","0","0","1",20.00000000000000,135.00000000000000
-100,66,"2","2","0","0","2",28.00000000000000,225.00000000000000
-120,66,"2","3","0","0","3",48.00000000000000,315.00000000000000
-120,74,"2","4","0","0","4",56.00000000000000,45.00000000000000
-100,66,"5","0","0","0","0",0.00000000000000,315.00000000000000
-100,74,"5","1","0","0","1",8.00000000000000,45.00000000000000
-95,74,"5","2","0","0","2",13.00000000000000,135.00000000000000
-95,71,"5","3","0","0","3",16.00000000000000,135.00000000000000
-93.5,71.0,"5","4","0","0","4",17.50000000000000,135.00000000000000
-93.5,66.0,"5","5","0","0","5",22.50000000000000,225.00000000000000
-100,66,"5","6","0","0","6",29.00000000000000,315.00000000000000
-95,75,"7","0","0","0","0",0.00000000000000,45.08222483274678
-84,75,"7","1","0","0","1",11.00000000000000,135.00000000000000
-84,67,"7","2","0","0","2",19.00000000000000,225.00000000000000
-93.5,67.0,"7","3","0","0","3",28.50000000000000,315.00000000000000
-93.5,71.0,"7","4","0","0","4",32.50000000000000,315.00000000000000
-95.0114807839928,71.0,"7","5","0","0","5",34.01148078399284,315.08222483274682
-95,75,"7","6","0","0","6",38.01149726000905,45.08222483274678
-93.5,67.0,"14","0","0","0","0",0.00000000000000,45.00000000000000
-84,67,"14","1","0","0","1",9.50000000000000,135.00000000000000
-84,63,"14","2","0","0","2",13.50000000000000,225.00000000000000
-93.5,63.0,"14","3","0","0","3",23.00000000000000,315.00000000000000
-93.5,67.0,"14","4","0","0","4",27.00000000000000,45.00000000000000
-84,71,"11","0","0","0","0",0.00000000000000,45.00000000000000
-72,71,"11","1","0","0","1",12.00000000000000,135.00000000000000
-72,65,"11","2","0","0","2",18.00000000000000,225.00000000000000
-84,65,"11","3","0","0","3",30.00000000000000,315.00000000000000
-84,71,"11","4","0","0","4",36.00000000000000,45.00000000000000
-63,60,"20","0","0","0","0",0.00000000000000,45.00000000000000
-60,60,"20","1","0","0","1",3.00000000000000,102.22197739020827
-49,55,"20","2","0","0","2",15.08304597359457,147.22197739020825
-49,49.5,"20","3","0","0","3",20.58304597359457,225.00000000000000
-63,49.5,"20","4","0","0","4",34.58304597359457,315.00000000000000
-63,60,"20","5","0","0","5",45.08304597359458,45.00000000000000
-84,75,"9","0","0","0","0",0.00000000000000,45.00000000000000
-69,75,"9","1","0","0","1",15.00000000000000,135.00000000000000
-69,71,"9","2","0","0","2",19.00000000000000,225.00000000000000
-84,71,"9","3","0","0","3",34.00000000000000,315.00000000000000
-84,75,"9","4","0","0","4",38.00000000000000,45.00000000000000
-95,63,"15","0","0","0","0",0.00000000000000,45.00000000000000
-84,63,"15","1","0","0","1",11.00000000000000,135.00000000000000
-84,55,"15","2","0","0","2",19.00000000000000,225.00000000000000
-95,55,"15","3","0","0","3",30.00000000000000,315.00000000000000
-95,63,"15","4","0","0","4",38.00000000000000,45.00000000000000
-84,61,"17","0","0","0","0",0.00000000000000,45.00000000000000
-76,61,"17","1","0","0","1",8.00000000000000,135.00000000000000
-76,55,"17","2","0","0","2",14.00000000000000,225.00000000000000
-84,55,"17","3","0","0","3",22.00000000000000,315.00000000000000
-84,61,"17","4","0","0","4",28.00000000000000,45.00000000000000
-84,65,"18","0","0","0","0",0.00000000000000,45.00000000000000
-71,65,"18","1","0","0","1",13.00000000000000,135.00000000000000
-71,61,"18","2","0","0","2",17.00000000000000,225.00000000000000
-84,61,"18","3","0","0","3",30.00000000000000,315.00000000000000
-84,65,"18","4","0","0","4",34.00000000000000,45.00000000000000
-71,65,"19","0","0","0","0",0.00000000000000,45.00000000000000
-63,65,"19","1","0","0","1",8.00000000000000,135.00000000000000
-63,58,"19","2","0","0","2",15.00000000000000,225.00000000000000
-71,58,"19","3","0","0","3",23.00000000000000,315.00000000000000
-71,65,"19","4","0","0","4",30.00000000000000,45.00000000000000
-72,71,"12","0","0","0","0",0.00000000000000,45.00000000000000
-59,71,"12","1","0","0","1",13.00000000000000,135.00000000000000
-59,65,"12","2","0","0","2",19.00000000000000,225.00000000000000
-72,65,"12","3","0","0","3",32.00000000000000,315.00000000000000
-72,71,"12","4","0","0","4",38.00000000000000,45.00000000000000
-55.5,71.0,"13","0","0","0","0",0.00000000000000,45.00000000000000
-46,71,"13","1","0","0","1",9.50000000000000,135.00000000000000
-46,64,"13","2","0","0","2",16.50000000000000,225.00000000000000
-55.5,64.0,"13","3","0","0","3",26.00000000000000,315.00000000000000
-55.5,71.0,"13","4","0","0","4",33.00000000000000,45.00000000000000
-63,75,"10","0","0","0","0",0.00000000000000,45.00000000000000
-50,75,"10","1","0","0","1",13.00000000000000,135.00000000000000
-50,71,"10","2","0","0","2",17.00000000000000,225.00000000000000
-63,71,"10","3","0","0","3",30.00000000000000,315.00000000000000
-63,75,"10","4","0","0","4",34.00000000000000,45.00000000000000
