Iteration   Cost 	bf_1 	bf_2 	bf_3 	bf_4 	bf_5 	bf_6 	bf_7 	bf_8 	bf_9 	bf_10 	bf_11 	bf_12 	bf_13 	bf_14 	bf_15 	bf_16 	depth_1 	depth_2 	depth_3 	depth_4 	depth_5 	depth_6 	depth_7 	depth_8 	depth_9 	depth_10 	depth_11 	depth_12 	depth_13 	depth_14 	depth_15 	depth_16 	depth_17 	depth_18 	depth_19 	depth_20 	vis_1 	vis_2 	vis_3 	vis_4 	vis_5 	vis_6 	vis_7 	vis_8 	vis_9 	vis_10 	vis_11 	vis_12 	vis_13
52 	2878552.0145903113 	0.2041601439227839 	-0.5 	-0.30498077538809604 	-0.3517837093451451 	-0.4999999999999986 	-0.08326359629961039 	0.49999999999999895 	0.27959732164892825 	0.15468183404461822 	-0.20172480337758056 	-0.5 	-0.4999999999999992 	-0.4999999999999993 	-0.500000000000001 	-0.5000000000000012 	-0.11264175717124521 	0.027157939978904835 	-0.03272838718168104 	0.12245973248590046 	0.038289305517169456 	0.19078635164498625 	0.22806770860519657 	-0.06172429208374812 	0.1090856747797995 	0.22872438979324414 	0.3816652312164149 	0.08737712438124437 	-0.2701254183132514 	0.2209867193226317 	0.09081453516872022 	0.023589592539350217 	-0.06093226505239158 	-0.00738499017082447 	0.09936334999882625 	0.4 	0.37249395026210763 	0.7959457789492441 	10.000000000000009 	-0.6286821399315464 	-0.7931240532069708 	-0.999999999999998 	10.00000000000002 	9.46468363584138 	2.4643351727115186 	-1.0000000000000122 	-0.9999999999999981 	-0.9999999999999991 	6.65744415583897 	8.71428240730731
53 	2071926.9425146363 	0.24138540412437556 	-0.4999999999999948 	-0.1274902699150507 	-0.23001708895047734 	-0.5000000000000775 	-0.11300250620825449 	0.49999999999996747 	0.36311597311525506 	0.20118962513338534 	-0.18491808233385418 	-0.1210633550773299 	-0.5000000000000253 	-0.49999999999999445 	-0.4409947383548357 	-0.4999999999999981 	-0.14945469713518061 	0.028106330341507398 	-0.0290560947133017 	0.11383412015048494 	0.05399906654327766 	0.24197968001848089 	0.24927466071634652 	-0.05388988710699729 	0.11202008664586793 	0.2459555215928434 	0.388612946984633 	0.09167056505888188 	-0.2646071535818608 	0.2376138453144721 	0.08885288347977251 	0.030884923553643966 	-0.03865250221873659 	0.0014927167140703851 	0.16637551483945984 	0.3999999999998746 	0.3829170004648843 	0.11539611101117964 	9.999999999999993 	-0.7693880840257546 	-0.5003601579912532 	-1.0000000000000022 	10.00000000000004 	5.727483723334293 	2.6278997821998584 	-1.0000000000000113 	-0.9999999999999991 	-1.0000000000000004 	3.7557579587426124 	8.987970495010272
54 	1900315.1010287125 	0.27567110711731124 	-0.4999999999999929 	-0.32336685590959796 	-0.08101462870240529 	-0.46378794819659863 	-0.06956670117170546 	0.49231156757128924 	0.4504512081585538 	0.23418447217211635 	-0.18007915837764457 	0.2751897018124154 	-0.5000000000000859 	-0.499999999999999 	-0.4279338992100318 	-0.499999999999996 	-0.07896843368033166 	0.02868073757138656 	-0.04765305540566084 	0.12228752770476614 	0.0656375454673764 	0.2891069836908949 	0.26448965470313013 	-0.044350122558795245 	0.10550256794605814 	0.2613439672529757 	0.3958781551623972 	0.09940148439019482 	-0.26650188867000235 	0.2565741619319283 	0.09445175396845464 	0.060793075613617624 	-0.02727495006265556 	0.008644220859838538 	0.24975553653929153 	0.39999999999980584 	0.39381635675654225 	-0.596252893905692 	10.000000000000025 	-0.9165239211556376 	-0.6943377636048884 	-1.0000000000000058 	10.00000000000021 	1.790046238527048 	2.9155661568911526 	-1.0000000000000222 	-1.0000000000000009 	-1.000000000000004 	0.7214723040289289 	9.452304349120702
55 	1878516.594147799 	0.2814597229252853 	-0.47300817361871506 	-0.3908145939335899 	0.007783969797461265 	-0.44097667407116165 	-0.06620241429416339 	0.4042532964316503 	0.48813802953317187 	0.2782940529793209 	-0.1830028702291256 	0.44618046134660155 	-0.5000000000001986 	-0.5000000000000008 	-0.45144037577087504 	-0.5000000000000043 	-0.034442535848340054 	0.023852093952607994 	-0.06665660840189455 	0.13721670451895293 	0.0660226098124041 	0.3157966243644594 	0.2665558739569915 	-0.050819356317399964 	0.09286739492656597 	0.27615757102885174 	0.3990132312026921 	0.0855654957514926 	-0.2788384496708488 	0.2663409169407012 	0.09148701288826472 	0.08641060172845433 	-0.0335503151904406 	0.004978267251972761 	0.32615284992971444 	0.3999999999999046 	0.39851963709296984 	-0.9033430267304359 	10.000000000000147 	-0.9800158440773509 	-0.9268245241469172 	-1.0000000000000222 	10.000000000000123 	-0.08943553141136487 	3.1766996555849625 	-1.0000000000000684 	-1.0000000000000007 	-1.00000000000001 	-0.5878798882685783 	9.820310519947858
56 	1857711.6720996862 	0.2935710678169894 	-0.48543873094029566 	-0.42466294003636623 	0.03563451981285166 	-0.43355694871613804 	-0.03742806858605799 	0.46814462769393095 	0.4971215991466594 	0.29745025410251197 	-0.17958858973787412 	0.4869402637260362 	-0.5000000000014623 	-0.5000000000000023 	-0.4404516326868721 	-0.5000000000000245 	0.030311320176685072 	0.02217698342953006 	-0.07467118150865457 	0.14121355871421823 	0.06652937055681099 	0.31133172293494227 	0.2669278503067336 	-0.047144280528858856 	0.08690864849454058 	0.27826133298611094 	0.39976055275502237 	0.08093429562482465 	-0.28522748172405693 	0.2668666371950143 	0.08919873612502416 	0.08930975351600585 	-0.03508967275127328 	0.006087972228538241 	0.32324019809290405 	0.39999999999996644 	0.3996407782444997 	-0.9765454217645891 	10.000000000000373 	-0.9951506866736981 	-0.9822433926363197 	-1.0000000000000533 	10.000000000000231 	-0.5628909366099883 	3.1340491070995604 	-1.0000000000007472 	-1.0000000000000056 	-1.000000000000014 	-0.8999957987921492 	9.846542606689422
57 	1875907.6981629895 	0.21511605683603957 	-0.49469000152261916 	-0.47252714223898495 	0.07653916129400115 	-0.4105541631541787 	0.07845934316194988 	0.4883834315712443 	0.4989503453245797 	0.29409941554260005 	-0.17387305473591672 	0.4952375593469607 	-0.5000000000030191 	-0.5000000000000112 	-0.40062289920509186 	-0.46401230057816045 	-0.039353878733905 	0.010845213821497753 	-0.06329750597197335 	0.13893706639789657 	0.06912517183263023 	0.3211969699224039 	0.26991743817442126 	-0.05383273321399414 	0.10459473857480664 	0.2754528013423699 	0.3999126817517704 	0.08657317150526263 	-0.265133745137927 	0.2748745701823108 	0.09601509363695314 	0.11358776749660127 	-0.03704936779768795 	0.009841874511936678 	0.3771417039268515 	0.3999999999999835 	0.3998690040705298 	-0.9914469148116793 	10.000000000000789 	-0.9982316207280062 	-0.9935247705623707 	-1.0000000000000995 	8.984325352077967 	-0.840601224279776 	3.025728187278419 	-0.15467753486813307 	-1.0000000000000004 	-1.0000000000000226 	-0.9635318766538883 	9.944039319548303
58 	1858086.949101034 	0.25434356232651445 	-0.4900643662314572 	-0.44859504113767534 	0.05608684055342637 	-0.4220555559351586 	0.020515637287945976 	0.47826402963258774 	0.4980359722356196 	0.29577483482255595 	-0.17673082223689535 	0.4910889115364988 	-0.5000000000022405 	-0.5000000000000064 	-0.4205372659459817 	-0.48200615028909266 	-0.004521279278609985 	0.016511098625513893 	-0.06898434374031387 	0.14007531255605746 	0.0678272711947207 	0.3162643464286731 	0.26842264424057777 	-0.0504885068714265 	0.09575169353467355 	0.27685706716424047 	0.3998366172533961 	0.08375373356504373 	-0.27518061343099204 	0.2708706036886625 	0.09260691488098857 	0.10144876050630348 	-0.036069520274480626 	0.007964923370237461 	0.3501909510098782 	0.3999999999999747 	0.39975489115751517 	-0.983996168288134 	10.000000000000586 	-0.9966911537008525 	-0.9878840815993458 	-1.0000000000000755 	9.492162676039097 	-0.7017460804448825 	3.0798886471889855 	-0.5773387674344391 	-1.0000000000000027 	-1.0000000000000184 	-0.9317638377230183 	9.895290963118855
59 	1855687.760124954 	0.2739573150717523 	-0.48775154858587655 	-0.43662899058702087 	0.04586068018313904 	-0.42780625232564784 	-0.00845621564905599 	0.47320432866325923 	0.49757878569113967 	0.29661254446253416 	-0.17815970598738481 	0.48901458763126726 	-0.5000000000018513 	-0.5000000000000042 	-0.4304944493164266 	-0.49100307514455804 	0.012895020449037564 	0.019344041027521974 	-0.07182776262448425 	0.14064443563513787 	0.06717832087576577 	0.31379803468180767 	0.26767524727365544 	-0.048816393700142714 	0.09133017101460705 	0.27755920007517576 	0.39979858500420945 	0.08234401459493418 	-0.28020404757752426 	0.26886862044183846 	0.09090282550300638 	0.09537925701115475 	-0.03557959651287694 	0.007026447799387852 	0.3367155745513912 	0.3999999999999707 	0.39969783470100767 	-0.9802707950263615 	10.000000000000478 	-0.9959209201872756 	-0.9850637371178325 	-1.0000000000000644 	9.746081338019659 	-0.6323185085274353 	3.106968877144273 	-0.7886693837175924 	-1.000000000000003 	-1.0000000000000149 	-0.9158798182575845 	9.87091678490414
60 	1864026.7430081097 	0.1307057199061537 	-0.49723957124303647 	-0.4857181001232287 	0.03490003493319966 	-0.4166390562732621 	0.15054529435953423 	0.49396106991655564 	0.4834375859746626 	0.32650325239179195 	-0.17466567844486336 	0.497524221864086 	-0.5000000000039863 	-0.5000000000000151 	-0.38258531565096265 	-0.43202111219177786 	0.05028859445160229 	0.014801748802029467 	-0.06201255524587018 	0.14246004810989185 	0.0683579107469558 	0.3137840149937862 	0.27039320070615824 	-0.06553046430626522 	0.1158042413931971 	0.27927868791675015 	0.3999546071803022 	0.07035564848839855 	-0.273206269613855 	0.27823963218058356 	0.09921594661013669 	0.1187014172125988 	-0.03780989267372168 	0.011243020416766305 	0.3857376135177766 	0.3999999999999789 	0.3999319011234777 	-0.9955536367071948 	10.000000000001272 	-0.9990806993605719 	-0.9966338202122338 	-1.000000000000132 	7.976318474742312 	-0.9171357645017825 	2.363552084467866 	1.7183938750185412 	-1.0000000000000053 	-1.0000000000000313 	-0.9810418671820149 	9.97090856574879
61 	1854458.9764581174 	0.2023315174889533 	-0.49249555991445654 	-0.46117354535512456 	0.04038035755816934 	-0.422222654299455 	0.07104453935523912 	0.48358269928990744 	0.49050818583290123 	0.31155789842716314 	-0.1764126922161241 	0.493269404747677 	-0.5000000000029181 	-0.5000000000000098 	-0.4065398824836945 	-0.4615120936681685 	0.031591807450319934 	0.01707289491477573 	-0.06692015893517725 	0.1415522418725149 	0.06776811581136075 	0.3137910248377971 	0.2690342239899064 	-0.057173429003203956 	0.1035672062039021 	0.2784189439959629 	0.3998765960922558 	0.07634983154166634 	-0.2767051585956895 	0.2735541263112111 	0.09505938605657162 	0.1070403371118768 	-0.036694744593299286 	0.009134734108077068 	0.3612265940345841 	0.3999999999999752 	0.3998148679122417 	-0.9879122158667788 	10.00000000000087 	-0.9975008097739255 	-0.9908487786650332 	-1.0000000000000984 	8.861199906380982 	-0.7747271365146097 	2.735260480806067 	0.46486224565047485 	-1.0000000000000044 	-1.0000000000000209 	-0.9484608427197992 	9.920912675326457
62 	1844674.8744619407 	0.02407813465021988 	-0.49680085766783166 	-0.4834482848491348 	0.03779795810690356 	-0.4280934918286381 	0.24264713730223014 	0.4930013057492639 	0.43429307978094955 	0.3089520076151715 	-0.1823252609349239 	0.4971307476711132 	-0.5000000000052378 	-0.4813549550560631 	-0.3879142613664372 	-0.3902671872000384 	0.2819415360445121 	-0.006521124551129168 	-0.04383641489414405 	0.14996352673903074 	0.06851228973775918 	0.2983288903552298 	0.2690798531765357 	-0.08391618129774872 	0.12049649243078954 	0.2777030673337198 	0.3999473929219535 	0.06390516457120124 	-0.26336539345048415 	0.28428750416120563 	0.10399947829634239 	0.11318029058639041 	-0.04845936962579637 	0.010112872494484577 	0.3834708994978071 	0.3999999999999831 	0.3999210782027473 	-0.9948469783912016 	10.000000000001844 	-0.9989345953652506 	-0.9960988349257068 	-1.0000000000001528 	5.524226020923751 	-0.9039661925938833 	1.868530186558909 	3.605274825427553 	-1.0000000000000053 	-1.0000000000000295 	-0.9780288605225579 	9.96628507851123
63 	1960471.684478292 	-0.054626511261274414 	-0.4989739148309451 	-0.4946912429409356 	-0.14377869658599604 	-0.40216577287186284 	0.3468299652211939 	0.49775525574427015 	0.41805389962328765 	0.2927914660931489 	-0.17173200922684684 	0.4990797229521964 	-0.5000000000090259 	-0.4237396133774598 	-0.34729507131359716 	-0.37499142973426314 	-0.049626773278166336 	0.004897257293018056 	-0.01929043237070671 	0.1365289575467512 	0.0491628789880911 	0.29450533553231095 	0.25208676751344106 	-0.12070229190953025 	0.13295958265922003 	0.272304729089045 	0.3999831269330991 	0.060007788637807785 	-0.23168917056925686 	0.28603031740397766 	0.10834737515667936 	0.18433306095271912 	-0.08167852335658435 	0.011966592375716054 	0.3946984963086895 	0.3999999999999937 	0.3999746868137648 	-0.9983472323205453 	10.000000000005418 	-0.9996582846959594 	-0.9987487497556673 	-1.000000000000321 	4.986828434521275 	0.3832719881126918 	1.114112460474086 	5.514863995610712 	-1.000000000000011 	-1.000000000000047 	-0.9929530298985716 	9.989186357678658
64 	1884632.3464744983 	-0.015274188305527257 	-0.49788738624938933 	-0.4890697638950351 	-0.05299036923954625 	-0.41512963235025013 	0.2947385512617122 	0.4953782807467674 	0.42617348970211855 	0.3008717368541601 	-0.17702863508088518 	0.4981052353116546 	-0.5000000000071315 	-0.4525472842167614 	-0.367604666340017 	-0.3826293084671506 	0.11615738138317344 	-8.119336290555654E-4 	-0.03156342363242537 	0.14324624214289094 	0.05883758436292506 	0.29641711294377054 	0.2605833103449883 	-0.10230923660363953 	0.12672803754500472 	0.2750038982113824 	0.3999652599275263 	0.061956476604504554 	-0.24752728200987056 	0.28515891078259176 	0.10617342672651087 	0.14875667576955473 	-0.06506894649119035 	0.011039732435100313 	0.3890846979032482 	0.39999999999998814 	0.3999478825082562 	-0.9965971053558722 	10.00000000000364 	-0.9992964400306046 	-0.9974237923406855 	-1.000000000000237 	5.2555272277225225 	-0.26034710224059543 	1.4913213235164964 	4.560069410519133 	-1.0000000000000082 	-1.0000000000000373 	-0.9854909452105649 	9.977735718094943
65 	1860513.2056001106 	0.004401973172346321 	-0.49734412195861044 	-0.4862590243720852 	-0.007596205566321353 	-0.4216115620894441 	0.268692844281971 	0.4941897932480159 	0.4302332847415339 	0.30491187223466576 	-0.17967694800790457 	0.49761799149138414 	-0.5000000000061846 	-0.46695111963641217 	-0.3777594638532275 	-0.38644824783359466 	0.19904945871384266 	-0.003666529090092365 	-0.03769991926328467 	0.1466048844409608 	0.0636749370503421 	0.2973730016495001 	0.26483158176076194 	-0.09311270895069414 	0.12361226498789726 	0.276353482772551 	0.39995632642474 	0.06293082058785288 	-0.25544633773017733 	0.28472320747189883 	0.10508645251142662 	0.1309684831779726 	-0.056764158058493386 	0.010576302464792447 	0.386277798700528 	0.3999999999999859 	0.3999344803555018 	-0.9957220418735367 	10.000000000002743 	-0.9991155176979276 	-0.9967613136331963 	-1.0000000000001958 	5.3898766243231355 	-0.5821566474172392 	1.679925755037702 	4.082672117973344 	-1.0000000000000067 	-1.000000000000033 	-0.9817599028665611 	9.972010398303087
66 	1852029.5674962823 	0.014240053911283093 	-0.49707248981322094 	-0.48485365461061014 	0.015100876270291115 	-0.4248525269590411 	0.2556699907921006 	0.4935955494986395 	0.4322631822612419 	0.30693193992491874 	-0.1810011044714142 	0.4973743695812485 	-0.5000000000057112 	-0.4741530373462377 	-0.3828368626098323 	-0.38835771751681647 	0.2404954973791774 	-0.005093826820610763 	-0.04076816707871436 	0.14828420558999567 	0.06609361339405066 	0.297850946002365 	0.2669557174686489 	-0.08851444512422146 	0.1220543787093434 	0.2770282750531353 	0.3999518596733466 	0.06341799257952709 	-0.2594058655903308 	0.28450535581655223 	0.10454296540388457 	0.1220743868821815 	-0.052611763842144874 	0.01034458747963851 	0.3848743490991675 	0.39999999999998426 	0.3999277792791244 	-0.9952845101323691 	10.000000000002293 	-0.9990250565315894 	-0.9964300742794515 	-1.0000000000001739 	5.4570513226234425 	-0.7430614200055612 	1.7742279707983057 	3.8439734717004503 	-1.000000000000006 	-1.000000000000031 	-0.9798943816945599 	9.96914773840716
67 	1848451.566236497 	0.019159094280751486 	-0.4969366737405263 	-0.4841509697298725 	0.02644941718859735 	-0.4264730093938396 	0.24915856404716535 	0.4932984276239517 	0.4332781310210957 	0.30794197377004523 	-0.18166318270316906 	0.49725255862618073 	-0.5000000000054747 	-0.47775399620115044 	-0.3853755619881346 	-0.3893124523584275 	0.2612185167118447 	-0.005807475685869967 	-0.042302290986429236 	0.1491238661645133 	0.06730295156590495 	0.2980899181787973 	0.2680177853225923 	-0.08621531321098505 	0.12127543557006645 	0.2773656711934275 	0.3999496262976501 	0.06366157857536413 	-0.2613856295204074 	0.2843964299888791 	0.1042712218501134 	0.11762733873428591 	-0.05053556673397063 	0.01022872998706154 	0.3841726242984874 	0.39999999999998376 	0.39992442874093587 	-0.9950657442617852 	10.000000000002073 	-0.9989798259484199 	-0.9962644546025794 	-1.0000000000001632 	5.490638671773595 	-0.8235138062997226 	1.821379078678608 	3.724624148564 	-1.0000000000000053 	-1.0000000000000306 	-0.978961621108559 	9.967716408459195
68 	1844592.285002668 	0.024231854661765757 	-0.49679661341555986 	-0.48342632594661167 	0.038152600010600675 	-0.4281441319047254 	0.24244365521645087 	0.4929920206906797 	0.434324796929695 	0.30898357117283165 	-0.18234595087966624 	0.49712694107876754 	-0.5000000000052301 	-0.4814674850202793 	-0.387993595722009 	-0.39029702266383876 	0.28258913039865785 	-0.00654342607816852 	-0.04388435626626012 	0.14998976613198445 	0.06855008155562964 	0.2983363582357435 	0.26911304279697174 	-0.08384433342546005 	0.12047215045768717 	0.277713610963104 	0.3999473231289631 	0.06391277663357121 	-0.26342726107329917 	0.28428410022909084 	0.10399098631028704 	0.11304132033176868 	-0.04839448846616592 	0.010109251947841546 	0.3834489705977859 	0.3999999999999832 	0.39992097349842903 	-0.9948401419577455 	10.000000000001839 	-0.9989331819095271 	-0.9960936593108046 	-1.0000000000001519 	5.525275625584689 	-0.9064803296655762 	1.870003658680169 	3.6015451590795386 	-1.0000000000000053 	-1.00000000000003 	-0.9779997117542448 	9.966240349450356
69 	1895277.5096589355 	-0.051746608222855754 	-0.49892358106564544 	-0.4944308261798114 	-0.12979047864179033 	-0.4028379537951548 	0.34193691136291704 	0.4976451416396395 	0.4232479099424712 	0.3003644681386751 	-0.16714330715113032 	-0.048564725580395374 	-0.500000000009309 	-0.4243168443921612 	-0.33227511123860093 	-0.3688076793455761 	0.006114561765457688 	0.001330346315901493 	-0.021185290981214033 	0.13546580707268588 	0.051688050205701566 	0.28931488149348583 	0.25200487007803685 	-0.11422491077886275 	0.12755363799483888 	0.27173283960887684 	0.39998229924885503 	0.051133664845580476 	-0.2354306858639007 	0.2866167571704139 	0.10987193793417462 	0.178707986302636 	-0.07986707890634567 	0.01075888418111881 	0.3944384353574329 	0.40000000000302416 	0.39997344509864785 	-0.9982661571459434 	10.00000000000572 	-0.9996415221295838 	-0.9986873706925466 	-1.0000000000003268 	5.29422865419958 	-0.29553569970181603 	1.217600243321872 	5.188887309360016 	-1.0000000000000684 	-1.0000000000000893 	0.8287368139326573 	9.98865590324759
70 	1883545.4327231995 	0.06222108610407655 	-0.4957331295905167 	-0.4779240758300119 	0.12212413933679622 	-0.4407972209595099 	0.19269702714321774 	0.49066546021620017 	0.4398632404233066 	0.3132931226899099 	-0.1899472727439342 	0.7699727744083495 	-0.5000000000031902 	-0.5100428053343387 	-0.41585283796371275 	-0.40104169432297 	0.42082641471525795 	-0.010480312275203529 	-0.05523388890878309 	0.15725174566163375 	0.07698109723059358 	0.3028470966068727 	0.2776671291564389 	-0.06865404474875866 	0.11693140668911106 	0.28070399664021733 	0.39992983506901664 	0.07030233252756653 	-0.2774255486779984 	0.2831177717584289 	0.10105051049834318 	0.0802079873463349 	-0.03265819324607612 	0.00978443583120292 	0.37795423821796237 	0.39999999999846253 	0.3998947376983193 	-0.9931271343636465 	9.999999999999902 	-0.9985790117994999 	-0.9947968036199348 	-1.000000000000064 	5.640799111277256 	-1.2119526446474556 	2.196205366359317 	2.8078740839393053 	-0.999999999999972 	-1.0000000000000004 	-1.881367974597696 	9.955032572551733
71 	1847208.1838638491 	0.005237238940610391 	-0.4973283553280813 	-0.4861774510049114 	-0.003833169652497099 	-0.4218175873773331 	0.2673169692530676 	0.4941553009279196 	0.43155557518288895 	0.3068287954142926 	-0.17854528994753227 	0.36070402441397675 	-0.5000000000062501 	-0.46717982486324966 	-0.37406397460115687 	-0.38492468683427294 	0.2134704882403579 	-0.004574982979651013 	-0.03820958994499864 	0.14635877636715983 	0.06433457371814763 	0.29608098905017904 	0.2648359996172381 	-0.09143947776381073 	0.12224252234197518 	0.2762184181245472 	0.39995606715893606 	0.060717998686573564 	-0.2564281172709498 	0.28486726446442157 	0.10546122421625892 	0.12945798682448556 	-0.056262636076210855 	0.01027166000616086 	0.38619633678769766 	0.40000000000074365 	0.3999340913984838 	-0.9956966457547943 	10.000000000002808 	-0.9991102669645417 	-0.9967420871562399 	-1.0000000000001956 	5.467513882738408 	-0.7537441721746361 	1.7069028048405959 	3.9983806966496553 	-1.0000000000000213 	-1.0000000000000449 	-0.5263155803325186 	9.97184423789967
72 	1845820.2160981987 	0.033729162522343446 	-0.49653074245929923 	-0.4820507634174618 	0.059145484842149584 	-0.4313074041684213 	0.23000699819814263 	0.4924103805720599 	0.43570940780309847 	0.310060959052101 	-0.18424628134573318 	0.5653383994111634 	-0.5000000000047206 	-0.4886113150987939 	-0.39495840628243517 	-0.3929831905786218 	0.31714845147780796 	-0.00752764762742727 	-0.046721739426890854 	0.15180526101439676 	0.07065783547437063 	0.29946404282852573 	0.2712515643868386 	-0.08004676125628474 	0.11958696451554313 	0.2784612073823825 	0.39994295111397665 	0.06551016560707006 	-0.2669268329744737 	0.2839925181114257 	0.10325586735730106 	0.10483298708541022 	-0.04446041466114343 	0.010028047918681894 	0.3820752875028298 	0.399999999999603 	0.39991441454840154 	-0.994411890059221 	10.000000000001355 	-0.9988446393820197 	-0.9957694453880875 	-1.0000000000001295 	5.554156497007826 	-0.9828484084110468 	1.9515540855999554 	3.4031273902944785 	-0.999999999999997 	-1.0000000000000224 	-1.2038417774651065 	9.9634384052257
73 	1845375.0653073133 	0.01948320073147693 	-0.4969295488936902 	-0.48411410721118664 	0.02765615759482622 	-0.4265624957728772 	0.24866198372560494 	0.4932828407499896 	0.4336324914929935 	0.30844487723319675 	-0.1813957856466327 	0.46302121191256973 	-0.5000000000054848 	-0.47789556998102195 	-0.38451119044179594 	-0.3889539387064473 	0.26530946985908305 	-0.006051315303539144 	-0.04246566468594475 	0.1490820186907783 	0.06749620459625913 	0.2977725159393523 	0.26804378200203827 	-0.08574311951004772 	0.12091474342875919 	0.2773398127534648 	0.3999495091364562 	0.06311408214682182 	-0.2616774751227119 	0.2844298912879236 	0.10435854578678003 	0.11714548695494788 	-0.050361525368677156 	0.010149853962421374 	0.3841358121452639 	0.40000000000017355 	0.3999242529734429 	-0.9950542679070075 	10.000000000002084 	-0.998977453173281 	-0.9962557662721632 	-1.0000000000001632 	5.510835189873118 	-0.868296290292841 	1.8292284452202758 	3.700754043472068 	-1.0000000000000095 	-1.0000000000000338 	-0.8650786788988135 	9.96764132156268
74 	1844761.2571707696 	0.026606181626910183 	-0.49673014567649465 	-0.48308243531432404 	0.043400821218487914 	-0.4289349499706495 	0.23933449096187367 	0.4928466106610249 	0.4346709496480457 	0.3092529181426491 	-0.18282103349618295 	0.5141798056618663 	-0.5000000000051026 	-0.483253442539908 	-0.38973479836211544 	-0.3909685646425346 	0.2912289606684451 	-0.006789481465483211 	-0.04459370205641782 	0.15044363985258757 	0.06907702003531489 	0.298618279383939 	0.26964767319443844 	-0.08289494038316621 	0.12025085397215117 	0.27790051006792355 	0.39994623012521646 	0.06431212387694592 	-0.264302154048593 	0.2842112046996746 	0.1038072065720406 	0.11098923702017902 	-0.04741097001491029 	0.010088950940551625 	0.38310554982404665 	0.39999999999988806 	0.39991933376092226 	-0.9947330789831146 	10.000000000001718 	-0.9989110462776498 	-0.9960126058301245 	-1.0000000000001463 	5.532495843440472 	-0.9255723493519437 	1.8903912654101158 	3.5519407168832746 	-1.0000000000000036 	-1.0000000000000282 	-1.0344602281819604 	9.965539863394199
75 	1845392.4013545853 	0.02304469117919355 	-0.4968298472850925 	-0.48359827126275556 	0.03552848940665707 	-0.4277487228717633 	0.24399823734373946 	0.49306472570550725 	0.43415172057051943 	0.30884889768792306 	-0.18210840957140775 	0.4886005087872181 	-0.5000000000052939 	-0.48057450626046483 	-0.38712299440195574 	-0.38996125167449075 	0.2782692152637641 	-0.006420398384511175 	-0.04352968337118127 	0.14976282927168288 	0.06828661231578698 	0.2981953976616458 	0.2688457275982385 	-0.08431902994660694 	0.12058279870045516 	0.27762016141069434 	0.3999478696308363 	0.06371310301188386 	-0.2629898145856525 	0.2843205479937989 	0.1040828761794103 	0.11406736198756351 	-0.04888624769179372 	0.0101194024514865 	0.3836206809846553 	0.40000000000003083 	0.3999217933671823 	-0.9948936734450612 	10.000000000001895 	-0.9989442497254659 	-0.9961341860511449 	-1.000000000000155 	5.521665516656795 	-0.8969343198223924 	1.8598098553151958 	3.6263473801776698 	-1.0000000000000064 	-1.000000000000031 	-0.9497694535403872 	9.966590592478438
76 	1853609.7271505299 	0.018547242904505816 	-0.49696790064983504 	-0.45968709291472337 	0.03410322585980575 	-0.4297826874666263 	0.24250521485111537 	0.488572754144901 	0.43691794888381646 	0.3097365458389478 	-0.18267307296390042 	0.49728056547079275 	-0.5000000000055311 	-0.4824584310514922 	-0.38562743949148287 	-0.38852010518529967 	0.2570703754406497 	-0.004590336872842488 	-0.04127288066544399 	0.14695663099527304 	0.06910452378860937 	0.3004559778150254 	0.27009733333088276 	-0.08879336379415792 	0.12204855189159361 	0.2772179135129067 	0.3999501397976607 	0.06336822167113941 	-0.26012970596365587 	0.2838145559490215 	0.10424346970933329 	0.10950019720098322 	-0.044459885457149795 	0.012293617862387904 	0.38433396526390784 	0.4000000000002772 	0.399925199098988 	-0.995116043035131 	10.000000000002194 	-0.9989902253898213 	-0.9963025339728613 	-1.0000000000001648 	5.699041183834431 	-0.6561325160239233 	1.716542634161994 	3.8252019423167325 	-1.0000000000000087 	-1.0000000000000275 	-0.9791760819528266 	9.931534116204414
77 	1841276.9871843916 	0.027074160540395728 	-0.4967109697984222 	-0.49529594246255587 	0.040177287085998145 	-0.4273248541237752 	0.24241287539911854 	0.4952016539635691 	0.43302822095263416 	0.3086070838397735 	-0.1821823898375492 	0.49705012888275474 	-0.5000000000050796 	-0.4809720120046726 	-0.3891766738372722 	-0.39118548140310827 	0.2953485078776618 	-0.007519970680831529 	-0.04519009406666817 	0.15150633370034017 	0.06827286043913983 	0.2972765484461024 	0.26862089753001617 	-0.08136981824111111 	0.11968394974073393 	0.27796145968820274 	0.3999459147946144 	0.06418505411478712 	-0.26507603862812085 	0.28451887236912543 	0.10386474461076393 	0.11481188189716143 	-0.05036178997067396 	0.009017068990568372 	0.383006473264725 	0.39999999999983604 	0.39991886069814964 	-0.9947021914190535 	10.000000000001657 	-0.9989046601693798 	-0.9959892219797766 	-1.0000000000001457 	5.438392846459823 	-1.0316542364864028 	1.946734170939257 	3.4897167674609393 	-1.0000000000000033 	-1.000000000000031 	-0.9774115266549546 	9.983593466073327
